PROJECT,"WBS ID",DESCRIPTION,ALIAS,E,CAM,"CHARGE #",RESP,PERF,YYYYMM,"BCWS HRS/UTS","ACT HRS/UTS","BCWP HRS/UTS","ETC HRS/UTS","BCWS PRIME","BCWP PRIME","ACT PRIME","BCWS T DLRS","BCWP T DLRS","ACT T DLRS","ETC T DLRS",CLIN,XREF-4,E
EMDLBRF,121-06HBG1,"ASIP FORCE MGMT-LBR",SUST,W,HBG,LX806HBG1,HBX,0811H,201201,0,0,0,290.47,0,0,0,0,0,0,47192.3185422839,0006,,L
EMDLBRF,121-06HBG1,"ASIP FORCE MGMT-LBR",SUST,W,HBG,LX806HBG1,HBX,0811H,201205,0,0,0,145.23,0,0,0,0,0,0,23149.2332567331,0006,,L
EMDLBRF,121-06HBG1,"ASIP FORCE MGMT-LBR",SUST,W,HBG,LX806HBG1,HBX,0811H,201206,0,0,0,145.24,0,0,0,0,0,0,23150.8272272114,0006,,L
EMDLBRF,121-06HBG1,"ASIP FORCE MGMT-LBR",SUST,W,HBG,LX806HBG1,HBX,0811H,201207,0,0,0,0,0,0,0,0,0,0,0,0006,,L
EMDLBRF,121-06HBG1,"ASIP FORCE MGMT-LBR",SUST,W,HBG,LX806HBG1,HBX,0811H,201208,0,0,0,0,0,0,0,0,0,0,0,0006,,L
EMDLBRF,121-06HBG1,"ASIP FORCE MGMT-LBR",SUST,W,HBG,LX806HBG1,HBX,0811H,201209,0,0,0,0,0,0,0,0,0,0,4.6E-013,0006,,L
EMDLBRF,12151A-811H00F4,"V-TAIL & AFT FUSELAGE",MOD,W,HBX,LX812151A,HBX,0811H,201103,0,8,0,0,0,0,157.92,0,0,417.31860171169,0,0070,,L
EMDLBRF,12215A-811H00F2,"V-TAIL SPAR PRODUCIBILITY",SP2B,W,HBD,LX812215A,HBX,0811H,201111,0,-0.02,0,0,0,0,-0.76,0,0,-2.00837219668746,0,0008,,L
EMDLBRF,12218A-811H00F4,"SPAR FITTING SLIP FIX KIT",SP2B,W,HBX,LX812218A,HBX,0811H,201109,0,27.8,0,0,0,0,1683.01,0,0,4447.51380361443,0,0008,,L
EMDLBRF,12218A-813H00F2,"SPAR FITTING SLIP FIX KIT",SP2B,W,HDX,LX812218A,HDX,0813H,201109,0,-27.8,0,0,0,0,-1683.01,0,0,-4447.51380361443,0,0008,,L
EMDLBRF,122RWK-813H000U,"12 FUSE REWORK",SP2B,W,HDX,LX8122RWK,HDX,0813H,201111,0,-2.1,0,0,0,0,-97.73,0,0,-258.260808924034,0,0008,,L
EMDLBRF,12316A-3J4G,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,03J4G,201105,0,0,1.98000073432922,0,0,86.2092319726944,0,0,309.570252204091,0,0,0008,,L
EMDLBRF,12316A-3J4G,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,03J4G,201106,0,0,0,2,0,0,0,0,0,0,346.755958665742,0008,,L
EMDLBRF,12316A-3J4G,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,03J4G,201107,0,0,0,2,0,0,0,0,0,0,346.755958665742,0008,,L
EMDLBRF,12316A-818H000J,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,0818H,201101,0,30.3,0,40,0,0,1379.63,0,0,3645.80333383675,5851.00192466992,0008,,L
EMDLBRF,12316A-818H000J,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,0818H,201102,0,0,0,40,0,0,0,0,0,0,5851.00192466992,0008,,L
EMDLBRF,12316A-818H000J,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,0818H,201103,0,0,0,44.9,0,0,0,0,0,0,6567.74966044199,0008,,L
EMDLBRF,12316A-818H000J,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,0818H,201104,0,0,0,40,0,0,0,0,0,0,5851.00192466992,0008,,L
EMDLBRF,12316A-818H000J,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,0818H,201105,0,0,737.799995541569,0,0,36469.4537796204,0,0,95996.5871320007,0,0,0008,,L
EMDLBRF,12316A-818H000J,"DUAL MOTOR ACTUATOR-LBR",SP2B,W,HEX,LX812316A,HEX,0818H,201111,0,-0.03,0,0,0,0,-0.99,0,0,-2.61616904568499,0,0008,,L
EMDLBRF,123WTA-9G25,"WING REDSN DETAIL DESIGN-LBR",SP2B,W,HJA,LX8123WTA,HJX,0819H,201111,0,-1,0,0,0,0,305.94,0,0,808.47551296653,0,0008,,L
EMDLBRF,12330A-813H,"WING TIP NAV- PCR 11562 NAV LIGHT SYSTEM",SP2B,W,HDX,LX812330A,HDX,0813H,201101,14,17.5,44.7999993562698,14,743.68,2336.25596687317,1011.95,1969.98044950742,5989.91691226979,2674.17400583932,2047.85067363447,0008,,L
EMDLBRF,12330A-813H,"WING TIP NAV- PCR 11562 NAV LIGHT SYSTEM",SP2B,W,HDX,LX812330A,HDX,0813H,201102,0,0,3.19999980926514,8.5,0,169.983989868164,0,0,450.281218762841,0,1243.33790899236,0008,,L
EMDLBRF,12330A-3J47,"WING TIP NAV- PCR 11562 NAV LIGHT SYSTEM",SP2B,W,HDX,LX812330A,HDX,03J47,201101,12.5,10.5,21.3750003278255,12.5,528,914.180013847351,519.65,1864.07243608682,3235.4013867196,1843.55109414812,2167.22474166088,0008,,L
EMDLBRF,12330A-3J47,"WING TIP NAV- PCR 11562 NAV LIGHT SYSTEM",SP2B,W,HDX,LX812330A,HDX,03J47,201102,0,0,1.12499967217445,8,0,47.5199861526489,0,0,167.766470360569,0,1387.02383466297,0008,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201101,9,2,0,0,380.16,0,99.8,1342.13215398251,0,354.05830692963,0,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201102,9,0,0,0,380.16,0,0,1342.13215398251,0,0,0,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201103,15,0,0,0,633.6,0,0,2236.88692330418,0,0,0,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201104,10,0,2.65680029988289,0,422.4,115.225429005921,0,1491.25794886946,408.906917604351,0,0,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201110,0,0.12,0,0,0,0,8.58,0,0,30.439080896355,0,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201201,0,0,0,0,0,0,0,0,0,0,501.833766325528,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201202,0,0,0,0,0,0,0,0,0,0,245.195651299118,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201203,0,0,0,0,0,0,0,0,0,0,245.195651299118,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201206,0,0,0,70.7,0,0,0,0,0,0,13013.540850903,0112,,L
EMDLBRF,142-1JHEX3,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX3,HEX,03J48,201207,0,0,0,0,0,0,0,0,0,0,0,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201101,23.8,0,0,23.8,1264.256,0,0,3348.96676416261,0,0,3481.3461451786,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201102,25,0,0,30,1328,0,0,3517.82223126325,0,0,4388.25144350244,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201103,25,0,0,0,1328,0,0,3517.82223126325,0,0,0,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201105,0,7,36.8999997258186,7,0,1960.12798543549,312.06,0,5192.3055747637,824.648194339855,1023.92533681724,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201109,0,0,0,66.8,0,0,0,0,0,0,9771.17321419877,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201110,0,0,0,33.4,0,0,0,0,0,0,4885.58660709939,0112,,L
EMDLBRF,14280A-811H,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HBX,LX814280A,HBX,0811H,201111,0,0,36.9000002741814,0,0,1960.12801456451,0,0,5192.3056519254,0,0,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201101,4,0,0,0,212.48,0,0,562.851557002119,0,0,0,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201102,10,0,0,0,531.2,0,0,1407.1288925053,0,0,0,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201103,10,0,0,0,531.2,0,0,1407.1288925053,0,0,0,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201104,8,1,10.3680002689362,0,424.96,537.477133941651,63.68,1125.70311400424,1363.15350769884,168.280449322444,0,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201105,0,0,0,0,0,0,0,0,0,0,417.161914966372,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201106,0,0,0,0,0,0,0,0,0,0,139.053971655458,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201107,0,0,0,0,0,0,0,0,0,0,511.718615692085,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201109,0,0,0,0,0,0,0,0,0,0,-533.967251156958,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201110,0,0,0,0,0,0,0,0,0,0,-533.967251156958,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201201,0,0,0,0,0,0,0,0,0,0,482.166252240142,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201202,0,0,0,0,0,0,0,0,0,0,283.743133391082,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201203,0,0,0,0,0,0,0,0,0,0,294.591261977888,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201204,0,0,0,0,0,0,0,0,0,0,43.3925143472256,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201205,0,0,0,0,0,0,0,0,0,0,54.2406429340314,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201206,0,0,0,192,0,0,0,0,0,0,30868.9275213833,0112,,L
EMDLBRF,142-1JHEX4,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX4,HEX,0814H,201207,0,0,0,0,0,0,0,0,0,0,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201101,110,0,0,0,5843.2,0,0,15478.4178175583,0,0,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201102,110,0,0,0,5843.2,0,0,15478.4178175583,0,0,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201103,100.41,0,0,0,5333.7792,0,0,14128.9812096457,0,0,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201104,0,17.6,0,0,0,0,1176.98,0,0,3110.28145797002,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201105,0,8.5,0,0,0,0,517.19,0,0,1366.72370579578,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201106,0,0,19.2245997488499,0,0,1021.21073865891,0,0,2705.14897534567,0,0,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201107,0,0,0,54.31,0,0,0,0,0,0,7944.19786322059,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201108,0,0,0,70,0,0,0,0,0,0,10239.2533681724,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201202,0,6.1,208.266500572115,6.09999999999999,0,11063.1165103908,329.03,0,29305.7810295994,927.106428290096,2731.74488630645,0112,,L
EMDLBRF,142-1JHEX2,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX2,HEX,0815H,201203,0,2.5,0,288.21,0,0,137.74,0,0,388.10941079135,46361.4031289832,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201101,130,0,0,0,6905.6,0,0,18292.6756025689,0,0,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201102,150,0,0,0,7968,0,0,21106.9333875795,0,0,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201103,157.4,0,0,0,8361.088,0,0,22148.2087680334,0,0,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201104,0,9.5,0,0,0,0,524.12,0,0,1385.03688911557,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201105,0,8.5,0,0,0,0,315.01,0,0,832.443849576997,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201106,0,0,26.2440000474453,0,0,1394.08128252029,0,0,3692.86907216707,0,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201107,0,0,0,91.35,0,0,0,0,0,0,13362.2256454649,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201108,0,0,0,89.35,0,0,0,0,0,0,13069.6755492314,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201201,0,0,0,0,0,0,0,0,0,0,0,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201202,0,0,284.31000085175,0,0,15102.547245245,0,0,40006.0816626704,0,2631.97434118438,0112,,L
EMDLBRF,142-1JHEX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HEX,LX81JHEX1,HEX,0818H,201203,0,0,0,332.4,0,0,0,0,0,0,53459.5945819558,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201101,150,0,0,0,7968,0,0,21106.9333875795,0,0,0,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201102,150,0,0,0,7968,0,0,21106.9333875795,0,0,0,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201103,150,0,0,0,7968,0,0,21106.9333875795,0,0,0,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201104,0,33.8,19.9908009171486,33.8,0,1036.32311954498,2081.92,0,2628.33040943935,5501.67137332574,4944.09662634609,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201105,0,17.5,2.22119987010956,17.5,0,115.147001266479,1083.55,0,292.036681684108,2863.38380752724,2559.81334204309,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201106,0,13,0,13,0,0,421.98,0,0,1115.12223626076,1901.57562551773,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201107,0,-10,16.6589992117137,0,0,863.602519135237,-228.93,0,2190.27513707133,-604.969272352186,0,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201109,0,4,0,4,0,0,136.4,0,0,360.449957405487,585.100192466992,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201110,0,0,0,80,0,0,0,0,0,0,11702.0038493398,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201111,0,24.5,88.8480004180223,100,0,4634.57666220403,1444.02,0,11888.5275480416,3815.96002560609,14071.288925053,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201112,0,19,16.6590012609959,103.5,0,884.9261469841,741.06,0,2344.13619946295,1958.32144747002,14563.7840374298,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201201,0,2,0,103.5,0,0,86.64,0,0,244.125158639194,17159.7689957074,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201202,0,0.2,161.03699952364,145,0,8554.28541469574,9,0,22659.9814792075,25.3592616314952,23872.6473543187,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201203,0,1,38.8710021972656,129.5,0,2064.82763671875,73.07,0,5469.65102724094,205.889027490373,21368.3639142938,0112,,L
EMDLBRF,142-1JHJX1,"COMMS UPGRADE PH II- ASIP Data Rates",MOD,W,HJX,LX81JHJX1,HJX,0819H,201204,0,0,0,144.8,0,0,0,0,0,0,23080.692526165,0112,,L
EMDLBRF,142-1JHEX5,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX5,HEX,0814H,201107,18,0,0,18,956.16,0,0,2532.83200650954,0,0,2632.95086610147,0112,,L
EMDLBRF,142-1JHEX5,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX5,HEX,0814H,201202,0,41.5,16.1999995708466,41.5,0,860.543977203369,2541.68,0,2279.54874547116,7161.68090039319,6662.14592277335,0112,,L
EMDLBRF,142-1JHEX5,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX5,HEX,0814H,201203,0,0.1,0,0,0,0,7.76,0,0,21.8653189178225,47.1684377191443,0112,,L
EMDLBRF,142-1JHEX5,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX5,HEX,0814H,201204,0,0,0,28,0,0,0,0,0,0,4502.17060222619,0112,,L
EMDLBRF,142-1JHEX6,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX6,HEX,03J48,201107,3,0,0,3,126.72,0,0,447.377384660837,0,0,520.133937998612,0112,,L
EMDLBRF,142-1JHEX6,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX6,HEX,03J48,201202,0,10.5,1.20000001788139,10.5,0,50.6880007553101,292.39,0,178.950956530912,1088.79964534749,1901.03323282721,0112,,L
EMDLBRF,142-1JHEX6,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX6,HEX,03J48,201203,0,0,0,0,0,0,0,0,0,0,49.0391302598235,0112,,L
EMDLBRF,142-1JHEX6,"COMMS UPGRADE PH II-CR20785  ASIP DATA RATES IMPROVEMENT",MOD,W,HEX,LX81JHEX6,HEX,03J48,201204,0,0,0,18,0,0,0,0,0,0,3267.96292882966,0112,,L
EMDLBRF,14420A-3J48,"INMARSAT EMC RAM PRODUCTIONIZATION",SP3,W,HEX,LX814420A,HEX,03J48,201101,0,0,0,8.7,0,0,0,0,0,0,1508.38842019598,0015,,L
