PROJECT,WBS ID,DESCRIPTION,ALIAS,E,XREF-7,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201104,9.33,0.00,9.33,10.01,369.69,369.69,0.00,1007.96,1007.96,0.00,1081.51,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201105,9.33,0.00,9.33,11.23,369.69,369.69,0.00,1007.96,1007.96,0.00,1212.55,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201106,10.73,0.00,10.73,14.49,425.15,425.15,0.00,1159.15,1159.15,0.00,1564.51,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201107,8.87,2.00,8.87,13.92,351.21,351.21,79.14,957.56,957.56,212.23,1503.29,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201108,9.33,0.00,9.33,17.36,369.69,369.69,0.00,1007.96,1007.96,0.00,2043.54,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201109,11.20,0.00,11.20,24.87,443.63,443.63,0.00,1209.55,1209.55,0.00,2928.54,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201110,9.33,0.00,9.33,27.02,369.69,369.69,0.00,1007.96,1007.96,0.00,3181.80,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201111,8.87,2.00,8.87,34.37,351.21,351.21,97.74,957.56,957.56,262.11,4047.26,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201112,9.33,0.00,9.33,36.18,369.69,369.69,0.00,1007.96,1007.96,0.00,4260.27,1,,L
GHBOA27,32000A-0LZ40,Product Supply Support - Repairs,FFP,W,,LY832000A,LAB,,201201,6.07,0.00,6.07,89.82,249.89,249.89,0.00,695.70,695.70,0.00,11149.53,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201102,4.30,0.00,4.30,4.30,170.18,170.18,0.00,463.98,463.98,0.00,463.98,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201103,5.37,85.90,5.37,5.37,212.72,212.72,4036.34,579.98,579.98,10824.08,579.98,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201104,4.30,0.00,4.30,0.00,170.18,170.18,0.00,463.98,463.98,0.00,-0.40,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201105,4.30,0.00,4.30,0.00,170.18,170.18,0.00,463.98,463.98,0.00,-0.40,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201106,4.94,11.00,4.94,0.00,195.70,195.70,533.50,533.58,533.58,1430.66,0.08,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201107,4.08,0.00,4.08,0.00,161.67,161.67,0.00,440.78,440.78,0.00,0.16,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201108,4.30,0.00,4.30,0.00,170.18,170.18,0.00,463.98,463.98,0.00,-0.44,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201109,5.16,0.00,5.16,0.00,204.21,204.21,0.00,556.78,556.78,0.00,-0.52,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201110,4.30,0.00,4.30,0.00,170.18,170.18,0.00,463.98,463.98,0.00,-0.44,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201111,4.08,0.00,4.08,0.00,161.67,161.67,0.00,440.78,440.78,0.00,0.17,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201112,4.30,0.00,4.30,0.00,170.18,170.18,0.00,463.98,463.98,0.00,-0.44,1,,L
GHBOA27,32000A-0LZ50,Logistics Cost & Schedule (Planners),FFP,W,,LY832000A,LAA,,201201,2.79,0.00,2.79,0.00,115.03,115.03,0.00,320.24,320.24,0.00,0.32,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201102,19.05,20.00,19.05,19.05,754.45,754.45,886.69,2056.98,2056.98,2377.80,2056.98,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201103,23.81,17.00,23.81,23.81,943.06,943.06,1154.64,2571.22,2571.22,3096.35,2571.22,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201104,19.05,-4.00,19.05,19.68,754.45,754.45,-271.68,2056.98,2056.98,-728.55,2125.40,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201105,19.05,0.00,19.05,22.55,754.45,754.45,0.00,2056.98,2056.98,0.00,2435.38,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201106,21.90,0.00,21.90,29.10,867.62,867.62,0.00,2365.53,2365.53,0.00,3142.22,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201107,18.09,0.00,18.09,27.96,716.73,716.73,0.00,1954.13,1954.13,0.00,3019.22,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201108,19.05,0.00,19.05,34.86,754.45,754.45,0.00,2056.98,2056.98,0.00,4104.33,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201109,22.86,12.00,22.86,49.95,905.34,905.34,540.12,2468.38,2468.38,1448.42,5881.62,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201110,19.05,0.00,19.05,51.23,754.45,754.45,0.00,2056.98,2056.98,0.00,6032.60,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201111,18.09,0.00,18.09,64.76,716.73,716.73,0.00,1954.13,1954.13,0.00,7624.99,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201112,19.05,0.00,19.05,68.17,754.45,754.45,0.00,2056.98,2056.98,0.00,8026.30,1,,L
GHBOA27,32000A-0LZ60,DLR Listing,FFP,W,,LY832000A,LAC,,201201,12.38,0.00,12.38,185.15,509.95,509.95,0.00,1419.73,1419.73,0.00,22984.26,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201102,5.44,0.00,5.44,5.44,215.49,215.49,0.00,587.53,587.53,0.00,587.53,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201103,6.80,4.00,6.80,6.80,269.36,269.36,191.84,734.41,734.41,514.45,734.41,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201104,5.44,0.00,5.44,6.33,215.49,215.49,0.00,587.53,587.53,0.00,683.73,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201105,5.44,0.00,5.44,7.10,215.49,215.49,0.00,587.53,587.53,0.00,766.60,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201106,6.26,0.00,6.26,9.16,247.82,247.82,0.00,675.66,675.66,0.00,989.12,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201107,5.17,0.00,5.17,8.80,204.72,204.72,0.00,558.15,558.15,0.00,950.40,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201108,5.44,9.00,5.44,10.97,215.49,215.49,476.46,587.53,587.53,1299.05,1291.94,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201109,6.53,0.00,6.53,13.17,258.59,258.59,0.00,705.04,705.04,0.00,1550.33,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201110,5.44,0.00,5.44,14.31,215.49,215.49,0.00,587.53,587.53,0.00,1684.53,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201111,5.17,0.00,5.17,18.20,204.72,204.72,0.00,558.15,558.15,0.00,2142.91,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201112,5.44,0.00,5.44,19.16,215.49,215.49,0.00,587.53,587.53,0.00,2255.70,1,,L
GHBOA27,32000A-0LZ70,Depot Repair Training,FFP,W,,LY832000A,LAE,,201201,3.54,0.00,3.54,53.11,145.66,145.66,0.00,405.52,405.52,0.00,6592.66,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201101,0.00,161.30,0.00,0.00,0.00,0.00,7527.27,0.00,0.00,20185.56,0.00,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201102,510.34,867.90,510.34,510.34,20214.47,20214.47,41172.87,55114.11,55114.11,110411.52,55114.11,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201103,637.92,1115.10,637.92,637.92,25268.08,25268.08,57218.47,68892.64,68892.64,153440.32,68892.64,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201104,510.34,580.30,510.34,402.66,20214.47,20214.47,27832.07,55114.11,55114.11,74636.07,43485.16,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201105,510.34,646.60,510.34,381.13,20214.47,20214.47,31159.25,55114.11,55114.11,83558.43,41159.79,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201106,586.89,290.00,586.89,396.19,23246.64,23246.64,5623.69,63381.23,63381.23,15080.81,42786.18,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201107,484.82,433.30,484.82,288.29,19203.74,19203.74,18198.39,52358.41,52358.41,48801.84,31133.47,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201108,510.34,444.50,510.34,359.44,20214.47,20214.47,19053.20,55114.11,55114.11,51947.95,42322.21,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201109,612.40,325.00,612.40,431.32,24257.36,24257.36,14339.20,66136.93,66136.93,38452.82,50786.65,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201110,510.34,586.70,510.34,386.35,20214.47,20214.47,26173.85,55114.11,55114.11,70189.29,45491.52,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201111,484.82,585.30,484.82,302.52,19203.74,19203.74,25440.10,52358.41,52358.41,68221.63,35620.03,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201112,510.34,213.80,510.34,177.05,20214.47,20214.47,9887.55,55114.11,55114.11,26515.02,20846.67,1,,L
GHBOA27,32000A-0LZ91,Depot Maintenance Activation Planning,FFP,W,,LY832000A,LAH,,201201,331.72,234.80,331.72,27.52,13663.52,13663.52,10578.64,38039.95,38039.95,28819.44,3416.31,1,,L
GHBOA27,32000P-0830H,Proposal Prep Actual,FFP,W,,LY832000P,PAC,,201102,1.08,0.00,1.08,1.08,57.94,57.94,0.00,157.98,157.98,0.00,157.98,1,,L
GHBOA27,32000P-0830H,Proposal Prep Actual,FFP,W,,LY832000P,PAC,,201103,0.00,1.20,0.00,0.00,0.00,0.00,81.92,0.00,0.00,219.68,0.00,1,,L
GHBOA27,32000P-0LZ50,Proposal Prep Actual,FFP,W,,LY832000P,LAA,,201102,78.66,0.00,78.66,78.66,3115.72,3115.72,0.00,8494.92,8494.92,0.00,8494.92,1,,L
GHBOA27,32000P-0LZ70,Proposal Prep Actual,FFP,W,,LY832000P,LAE,,201102,3.60,0.00,3.60,3.60,142.60,142.60,0.00,388.78,388.78,0.00,388.78,1,,L
GHBOA27,32000P-0LZ91,Proposal Prep Actual,FFP,W,,LY832000P,LAH,,201102,298.89,0.00,298.89,298.89,11839.03,11839.03,0.00,32278.75,32278.75,0.00,32278.75,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201102,168.99,0.00,168.99,168.99,10012.52,10012.52,0.00,27298.82,27298.82,0.00,27298.82,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201103,211.23,0.00,211.23,211.23,12515.65,12515.65,0.00,34123.52,34123.52,0.00,34123.52,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201104,168.99,70.00,168.99,70.00,10012.52,10012.52,5296.92,27298.82,27298.82,14204.52,11307.65,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201105,168.99,72.00,168.99,179.75,10012.52,10012.52,5448.24,27298.82,27298.82,14610.31,29036.99,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201106,194.34,333.40,194.34,206.71,11514.40,11514.40,25228.42,31393.64,31393.64,67653.97,33392.54,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201107,160.54,126.00,160.54,170.76,9511.89,9511.89,9534.43,25933.88,25933.88,25568.07,27585.14,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201108,168.99,137.00,168.99,179.75,10012.52,10012.52,10366.82,27298.82,27298.82,28264.81,29117.18,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201109,202.79,102.70,202.79,215.70,12015.02,12015.02,7771.32,32758.58,32758.58,20840.02,34940.62,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201110,168.99,134.90,168.99,179.75,10012.52,10012.52,9428.53,27298.82,27298.82,25284.08,29117.18,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201111,160.54,101.20,160.54,170.76,9511.89,9511.89,6891.43,25933.88,25933.88,18480.45,27661.32,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201112,168.99,42.50,168.99,179.75,10012.52,10012.52,3112.06,27298.82,27298.82,8345.48,29117.18,1,,L
GHBOA27,42000A-0805H,IA Review (Task 001 through 003),FFP,W,,LY842000A,MAA,,201201,109.84,30.50,109.84,120.06,6768.46,6768.46,2307.94,18843.75,18843.75,6287.53,20512.95,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201103,8.30,0.00,8.30,8.30,445.30,445.30,0.00,1214.08,1214.08,0.00,1214.08,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201104,6.90,0.00,6.90,7.90,370.19,370.19,0.00,1009.30,1009.30,0.00,1155.57,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201105,6.90,0.00,6.90,10.60,370.19,370.19,0.00,1009.30,1009.30,0.00,1550.52,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201106,8.00,0.00,8.00,13.10,429.20,429.20,0.00,1170.20,1170.20,0.00,1916.20,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201107,6.50,0.00,6.50,13.70,348.73,348.73,0.00,950.79,950.79,0.00,2003.97,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201108,6.90,0.00,6.90,14.30,370.19,370.19,0.00,1009.30,1009.30,0.00,2159.55,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201109,8.00,0.00,8.00,19.00,429.20,429.20,0.00,1170.20,1170.20,0.00,2869.33,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201110,6.90,0.00,6.90,24.20,370.19,370.19,0.00,1009.30,1009.30,0.00,3654.62,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201111,6.50,0.00,6.50,25.60,348.73,348.73,0.00,950.79,950.79,0.00,3866.04,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201112,6.90,0.00,6.90,40.70,370.19,370.19,0.00,1009.30,1009.30,0.00,6146.40,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201201,6.50,0.00,6.50,37.60,362.70,362.70,0.00,1009.78,1009.78,0.00,5988.77,1,,L
GHBOA27,42000A-0863H,SEIT Support DMAP,FFP,W,,LY842000A,CAA,,201202,0.00,0.00,0.00,40.70,0.00,0.00,0.00,0.00,0.00,0.00,6482.53,1,,L
