PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
LRIP4,GL041100-815H00C2,AF 11 AV 20 GL04 FLT ACCPT TST.  LBR SUM,,W,HEX,LGL041100,HEX,815H,201203,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,6462.67,0002,,L
LRIP4,GL051100-818H000J,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HEX,LGL051100,HEX,818H,201101,0.00,0.00,0.00,84.60,0.00,0.00,0.00,0.00,0.00,0.00,12374.87,0003,,L
LRIP4,GL051100-818H000J,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HEX,LGL051100,HEX,818H,201102,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,7313.75,0003,,L
LRIP4,GL051100-818H000J,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HEX,LGL051100,HEX,818H,201103,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,6874.93,0003,,L
LRIP4,GL051100-818H000J,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HEX,LGL051100,HEX,818H,201104,0.00,0.00,40.00,47.00,0.00,2232.40,0.00,0.00,6158.10,0.00,6813.73,0003,,L
LRIP4,GL051100-819H000A,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HJA,LGL051100,HJX,819H,201103,0.00,0.00,31.18,0.00,0.00,1576.71,0.00,0.00,4330.40,0.00,0.00,0003,,L
LRIP4,GL051100-819H000B,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HJC,LGL051100,HJX,819H,201103,0.00,0.00,10.40,0.00,0.00,525.57,0.00,0.00,1443.47,0.00,0.00,0003,,L
LRIP4,GL051100-815H00C2,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HEX,LGL051100,HEX,815H,201102,0.00,3.00,0.00,0.00,0.00,0.00,193.44,0.00,0.00,511.18,0.00,0003,,L
LRIP4,GL051100-819H000D,AF 12 AV 21 GL05 FLT ACCPT TST.  LBR SUM,,W,HJB,LGL051100,HJX,819H,201103,0.00,0.00,110.00,0.00,0.00,5561.60,0.00,0.00,15274.77,0.00,0.00,0003,,L
LRIP4,GL051200-4A1G,AF12 AV21 GL05 PAINT SECTION 1200,,W,HHA,LGL051200,HHX,4A1G,201102,0.00,5.00,0.00,0.00,0.00,0.00,173.15,0.00,0.00,614.28,0.00,0003,,L
LRIP4,GL061100-819H000A,AF 13 AV 22 GL06 FLT ACCPT TST.  LBR SUM,,W,HJA,LGL061100,HJX,819H,201103,0.00,0.00,31.18,0.00,0.00,1576.71,0.00,0.00,4330.40,0.00,0.00,0004,,L
LRIP4,GL061100-819H000B,AF 13 AV 22 GL05 FLT ACCPT TST.  LBR SUM,,W,HJC,LGL061100,HJX,819H,201103,0.00,0.00,10.40,0.00,0.00,525.57,0.00,0.00,1443.47,0.00,0.00,0004,,L
LRIP4,GL061100-819H000D,AF 13 AV 22 GL05 FLT ACCPT TST.  LBR SUM,,W,HJB,LGL061100,HJX,819H,201103,0.00,0.00,110.00,0.00,0.00,5561.60,0.00,0.00,15274.77,0.00,0.00,0004,,L
LRIP4,GL071100-819H000A,AF 14 AV 22 GL06 FLT ACCPT TST.  LBR SUM,,W,HJA,LGL071100,HJX,819H,201103,0.00,0.00,29.70,0.00,0.00,1501.63,0.00,0.00,4124.19,0.00,0.00,0005,,L
LRIP4,GL071100-819H000B,AF 14 AV 22 GL06 FLT ACCPT TST.  LBR SUM,,W,HJC,LGL071100,HJX,819H,201103,0.00,0.00,9.21,0.00,0.00,465.51,0.00,0.00,1278.50,0.00,0.00,0005,,L
LRIP4,GL071100-819H000D,AF 14 AV 22 GL06 FLT ACCPT TST.  LBR SUM,,W,HJB,LGL071100,HJX,819H,201103,0.00,0.00,114.00,0.00,0.00,5763.84,0.00,0.00,15830.21,0.00,0.00,0005,,L
LRIP4,R412MPT,MAKE PART TRANSFER,,W,H00,ALLOCATION,H00,,201102,0.00,-0.07,0.00,0.00,0.00,0.00,65.81,0.00,0.00,233.47,0.00,ALL,,L
LRIP4,R412MPT,MAKE PART TRANSFER,,W,H00,ALLOCATION,H00,,201103,0.00,-3.67,0.00,0.00,0.00,0.00,10.11,0.00,0.00,35.87,0.00,ALL,,L
LRIP4,R412MPT,MAKE PART TRANSFER,,W,H00,ALLOCATION,H00,,201108,0.00,0.00,0.00,0.00,0.00,0.00,-19.04,0.00,0.00,-67.55,0.00,ALL,,L
LRIP4,R412ALLOC,AMC FABRICATION ALLOCATIONS,,W,H00,ALLOCATION,H00,2B41,201102,0.00,146.62,0.00,0.00,0.00,0.00,5267.94,0.00,0.00,18688.96,0.00,ALL,,L
LRIP4,R412ALLOC,AMC FABRICATION ALLOCATIONS,,W,H00,ALLOCATION,H00,2B41,201103,0.00,0.97,0.00,0.00,0.00,0.00,35.41,0.00,0.00,125.62,0.00,ALL,,L
LRIP4,R412ALLOC,AMC FABRICATION ALLOCATIONS,,W,H00,ALLOCATION,H00,2B41,201104,0.00,0.25,0.00,0.00,0.00,0.00,9.80,0.00,0.00,34.77,0.00,ALL,,L
LRIP4,R412ALLOC,AMC FABRICATION ALLOCATIONS,,W,H00,ALLOCATION,H00,2B41,201105,0.00,2.10,0.00,0.00,0.00,0.00,79.65,0.00,0.00,282.57,0.00,ALL,,L
LRIP4,R412ALLOC,AMC FABRICATION ALLOCATIONS,,W,H00,ALLOCATION,H00,2B41,201106,0.00,0.00,0.00,9.93,0.00,0.00,0.00,0.00,0.00,0.00,1250.65,ALL,,L
LRIP4,R412ALLOC,AMC FABRICATION ALLOCATIONS,,W,H00,ALLOCATION,H00,2B41,201110,0.00,2.38,0.00,0.00,0.00,0.00,85.92,0.00,0.00,304.82,0.00,ALL,,L
LRIP4,412889-3J48,PCR 12889 Cycling Power to SMU,,W,HEX,LR4121CUP,HEX,3J48,201102,0.00,0.12,0.00,0.00,0.00,0.00,8.51,0.00,0.00,30.19,0.00,0046,,L
LRIP4,412889-814H,PCR 12889 Cycling Power to SMU,,W,HEX,LR4121CUP,HEX,3J48,201102,0.00,61.00,0.00,0.00,0.00,0.00,3160.35,0.00,0.00,8351.53,0.00,0046,,L
LRIP4,R422105Z-ML16,Bonded Storage AFMCE-2,,W,H00,LR422105Z,H00,ML16,201102,0.00,1.00,0.00,0.00,0.00,0.00,41.80,0.00,0.00,148.29,0.00,0043,,L
LRIP4,R432100Z-ML16,INITAIL SPARES RECURRING LABOR SUMMARY,,W,H00,LR432100Z,H00,ML16,201102,0.00,2.00,0.00,0.00,0.00,0.00,56.14,0.00,0.00,199.17,0.00,0011,,L
LRIP4,R442100Z-4A1G,PRGM MGMT SUSTAINING,,W,HHA,LR442100Z,HHX,4A1G,201102,0.00,3.00,0.00,0.00,0.00,0.00,109.29,0.00,0.00,387.73,0.00,0008,,L
,,,,,,,,,,,,,,,,,,,,,,,
