PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,CACLIN,E
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201104,22.30,34.50,22.30,34.50,528.96,528.96,1256.16,2043.43,2043.43,4456.45,3076.30,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201105,22.30,36.00,22.30,36.00,528.96,528.96,1278.90,2043.43,2043.43,4537.13,3210.06,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201106,26.10,40.30,26.10,40.30,619.09,619.09,1354.83,2391.64,2391.64,4806.50,3555.06,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201107,21.10,20.50,21.10,20.50,500.49,500.49,746.41,1933.47,1933.47,2648.02,1808.41,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201108,22.30,40.50,22.30,40.50,528.96,528.96,1645.44,2043.43,2043.43,5837.49,3571.98,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201109,47.10,32.30,47.10,46.75,1117.21,1117.21,1291.97,4315.95,4315.95,4583.49,4123.22,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201110,40.30,24.00,40.30,40.00,955.92,955.92,899.62,3692.84,3692.84,3191.56,3321.44,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201111,38.10,19.50,38.10,37.75,903.73,903.73,767.96,3491.25,3491.25,2724.48,3134.61,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201112,40.30,20.90,40.30,45.86,955.92,955.92,812.50,3692.84,3692.84,2882.49,3808.32,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201201,38.10,26.10,38.10,56.26,1259.97,1259.97,923.32,4691.86,4691.86,3377.86,6927.61,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201202,40.30,20.20,40.30,56.26,1332.72,1332.72,636.66,4962.78,4962.78,2329.15,6927.59,0010,,L
LRIP9B,R9CB3M1G,Manufacturing Spt to MPS-Common BL,,W,HHX,LR9CB3M1G,HHX,3M1G,201203,6.80,5.10,6.80,5.10,224.88,224.88,166.52,837.39,837.39,609.19,608.63,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201103,320.90,496.09,320.90,496.09,10769.40,10769.40,15076.92,41603.78,41603.78,50050.08,63705.53,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201104,274.40,527.64,274.40,527.64,9208.86,9208.86,17512.79,35575.18,35575.18,58614.97,66566.42,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201105,274.40,464.98,274.40,451.60,9208.86,9208.86,15242.14,35575.18,35575.18,49958.40,56973.31,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201106,320.70,589.64,320.70,585.64,10762.69,10762.69,19124.71,41577.85,41577.85,62881.91,72485.18,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201107,259.00,237.19,259.00,237.19,8692.04,8692.04,6167.87,33578.62,33578.62,21833.02,29357.21,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201108,274.40,400.75,274.40,400.75,9208.86,9208.86,12602.36,35575.18,35575.18,42550.22,49591.21,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201109,1289.70,493.61,1289.70,467.50,43282.33,43282.33,15244.72,167205.96,167205.96,50563.36,57851.25,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201110,400.40,453.19,400.40,400.00,13437.42,13437.42,14361.22,51910.73,51910.73,46857.32,46601.81,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201111,378.00,276.50,378.00,422.80,12685.68,12685.68,7724.75,49006.63,49006.63,24088.07,49258.11,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201112,400.40,498.40,400.40,495.00,13437.42,13437.42,15904.93,51910.73,51910.73,51671.53,57670.21,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201201,378.00,527.00,378.00,480.46,12500.46,12500.46,15899.41,46549.12,46549.12,51758.83,59166.78,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201202,400.40,440.60,400.40,563.00,13241.23,13241.23,13831.16,49307.58,49307.58,45652.51,69189.14,0010,,L
LRIP9B,R9CB4A1G,Manufacturing Spt to PMC-Common BL,,W,HHX,LR9CB4A1G,HHX,4A1G,201203,67.30,67.20,67.30,93.80,2225.61,2225.61,2173.32,8287.71,8287.71,7259.18,11190.30,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201103,115.70,193.00,115.70,193.00,5491.12,5491.12,6565.86,21213.00,21213.00,23293.56,35004.23,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201104,99.00,178.80,99.00,178.80,4698.54,4698.54,6082.78,18151.14,18151.14,21579.75,31900.01,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201105,99.00,166.40,99.00,166.40,4698.54,4698.54,5660.93,18151.14,18151.14,20083.16,29793.28,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201106,115.70,177.50,115.70,177.50,5491.12,5491.12,6038.55,21213.00,21213.00,21422.83,29713.49,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201107,93.40,127.50,93.40,127.50,4432.76,4432.76,4337.55,17124.41,17124.41,15388.23,21343.64,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201108,90.20,155.50,90.20,155.50,4280.89,4280.89,5290.11,16537.71,16537.71,18767.61,26024.03,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201109,186.90,185.50,186.90,187.00,8870.27,8870.27,6310.71,34267.16,34267.16,22388.37,31295.78,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201110,160.20,157.70,160.20,160.00,7603.09,7603.09,5364.95,29371.85,29371.85,19033.12,25210.17,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201111,128.60,127.60,128.60,128.35,6103.36,6103.36,4340.95,23578.15,23578.15,15400.29,20223.28,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201112,136.20,123.70,136.20,152.53,6464.05,6464.05,4208.27,24971.57,24971.57,14929.59,24033.19,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201201,151.40,189.00,151.40,161.84,7483.70,7483.70,6429.78,27867.75,27867.75,23522.60,29790.22,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201202,160.00,103.20,160.00,161.84,7908.80,7908.80,3510.86,29450.73,29450.73,12844.07,29790.19,0010,,L
LRIP9B,R9CB4D31,Production EVMS Spt to PMC-Common BL,,W,HHX,LR9CB4D31,HHX,4D31,201203,26.70,12.50,26.70,12.50,1319.78,1319.78,435.50,4914.59,4914.59,1593.23,2223.50,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201103,139.80,240.00,139.80,240.00,6634.91,6634.91,8979.03,25631.62,25631.62,31854.71,43508.47,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201104,119.70,216.80,119.70,195.92,5680.96,5680.96,7720.27,21946.38,21946.38,27389.04,34954.42,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201105,119.60,149.00,119.60,149.00,5676.22,5676.22,5403.79,21928.05,21928.05,19170.91,26583.34,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201106,139.80,252.50,139.80,252.50,6634.91,6634.91,8617.79,25631.62,25631.62,30573.15,42266.16,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201107,112.90,184.00,112.90,184.00,5358.23,5358.23,6703.48,20699.64,20699.64,23781.79,30799.90,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201108,119.60,192.90,119.60,192.90,5676.22,5676.22,7152.97,21928.05,21928.05,25376.44,32283.18,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201109,186.80,158.40,186.80,187.00,8865.53,8865.53,6280.70,34248.83,34248.83,22281.90,31295.78,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201110,159.60,189.10,159.60,160.00,7574.62,7574.62,7341.25,29261.85,29261.85,26044.39,25210.17,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201111,150.90,157.10,150.90,181.20,7161.71,7161.71,5883.69,27666.74,27666.74,20873.44,28550.51,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201112,159.60,156.40,159.60,199.74,7574.62,7574.62,6382.95,29261.85,29261.85,22644.65,31472.21,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201201,150.90,170.20,150.90,214.41,7458.99,7458.99,6702.48,27775.72,27775.72,24520.24,39465.24,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201202,159.60,202.20,159.60,214.41,7889.03,7889.03,7439.58,29377.10,29377.10,27216.84,39466.20,0010,,L
LRIP9B,R9CB4J35,Master Scheduling-Common BL,,W,HHX,LR9CB4J35,HHX,4J35,201203,27.20,88.20,27.20,66.20,1344.50,1344.50,3260.17,5006.62,5006.62,11926.95,11774.73,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201103,521.00,544.90,521.00,544.90,24726.66,24726.66,22849.71,95522.69,95522.69,81063.42,99786.73,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201104,445.70,488.50,445.70,488.50,21152.92,21152.92,20623.86,81716.82,81716.82,73166.82,87154.11,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201105,445.80,504.50,445.80,504.50,21157.67,21157.67,21618.46,81735.15,81735.15,76695.34,90008.69,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201106,521.00,625.80,521.00,625.80,24726.66,24726.66,27468.68,95522.69,95522.69,97450.04,104753.12,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201107,420.70,402.50,420.70,402.50,19966.42,19966.42,17545.08,77133.20,77133.20,62244.30,67374.77,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201108,445.80,517.00,445.80,517.00,21157.67,21157.67,22289.75,81735.15,81735.15,79076.87,86523.61,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201109,561.00,562.40,561.00,561.00,26625.06,26625.06,24145.55,102856.49,102856.49,85660.65,93887.33,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201110,479.80,502.01,479.80,480.00,22771.31,22771.31,21754.30,87968.88,87968.88,77082.81,75630.50,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201111,452.70,475.90,452.70,453.00,21485.14,21485.14,19825.34,83000.23,83000.23,70333.93,71376.29,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201112,479.80,447.20,479.80,480.00,22771.31,22771.31,18898.33,87968.88,87968.88,67045.20,75630.50,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201201,452.70,436.60,452.70,482.77,22376.96,22376.96,18371.97,83327.16,83327.16,67211.71,88861.46,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201202,479.80,410.60,479.80,482.77,23716.51,23716.51,18185.70,88315.37,88315.37,66530.27,88861.46,0010,,L
LRIP9B,R9CB4J3G,UMS IE Spt to Palmdale Assem-Common BL,,W,HHX,LR9CB4J3G,HHX,4J3G,201203,81.20,89.00,81.20,89.00,4013.72,4013.72,4096.74,14946.24,14946.24,14987.45,15829.95,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201103,1038.30,1080.00,1038.30,1080.00,46598.90,46598.90,48894.66,180018.36,180018.36,173462.53,187053.69,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201104,888.20,867.00,888.20,867.00,39862.42,39862.42,40261.10,153994.32,153994.32,142833.44,146274.12,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201105,888.20,1284.10,888.20,1284.10,39862.42,39862.42,58710.35,153994.32,153994.32,208285.44,216644.29,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201106,1038.30,1777.50,1038.30,1777.50,46598.90,46598.90,81877.65,180018.36,180018.36,290475.57,281603.50,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201107,838.40,1281.20,838.40,1281.20,37627.39,37627.39,58368.21,145360.10,145360.10,207071.64,202976.32,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201108,888.40,1596.30,888.40,1596.30,39871.39,39871.39,69827.14,154029.00,154029.00,247724.24,252845.74,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201109,3306.30,1673.80,3306.30,1368.50,148386.74,148386.74,76805.37,573239.61,573239.61,272480.75,216763.39,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201110,1200.40,726.30,1200.40,1150.50,53873.95,53873.95,35840.39,208122.93,208122.93,127150.18,171569.23,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201111,1132.40,692.60,1132.40,1190.40,50822.11,50822.11,33096.87,196333.22,196333.22,117417.05,177519.35,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201112,1200.40,678.30,1200.40,1340.21,53873.95,53873.95,34084.01,208122.93,208122.93,120919.11,199859.71,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201201,1132.40,827.20,1132.40,1610.61,55974.53,55974.53,35773.92,208437.53,208437.53,130636.01,296459.80,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201202,1200.40,887.70,1200.40,2394.00,59335.77,59335.77,38392.74,220954.09,220954.09,140098.34,438294.45,0010,,L
LRIP9B,R9CB4J4G,ME Palmdale Liaison-Common BL,,W,HHX,LR9CB4J4G,HHX,4J4G,201203,202.90,179.80,202.90,204.80,10029.35,10029.35,7683.81,37347.21,37347.21,27993.05,36427.88,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201103,1254.50,1686.30,1254.50,1686.30,67303.93,67303.93,87173.62,183502.05,183502.05,230364.57,246101.35,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201104,1073.40,1189.70,1073.40,1189.76,57587.91,57587.91,63062.03,157011.64,157011.64,166647.40,172482.98,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201105,1073.40,1216.90,1073.40,1216.90,57587.91,57587.91,63297.09,157011.64,157011.64,167268.57,176417.55,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201106,1254.50,1223.50,1254.50,1223.50,67303.93,67303.93,66141.96,183502.05,183502.05,174786.41,174300.96,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201107,1013.00,931.30,1013.00,931.30,54347.45,54347.45,50958.71,148176.62,148176.62,134663.23,132673.87,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201108,1073.40,1000.20,1073.40,1000.20,57587.91,57587.91,55132.22,157011.64,157011.64,145692.13,142478.12,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201109,1215.50,1091.30,1215.50,1215.50,65211.58,65211.58,60974.79,177797.32,177797.32,161131.67,173147.52,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201110,1040.40,1019.40,1040.40,1040.00,55817.46,55817.46,56090.79,152184.56,152184.56,148225.24,146341.40,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201111,981.00,839.80,981.00,981.50,52630.65,52630.65,46204.98,143495.82,143495.82,122101.05,138109.70,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201112,1040.40,991.80,1040.40,1085.53,55817.46,55817.46,54788.04,152184.56,152184.56,144782.60,152747.51,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201201,981.00,1034.70,981.00,1100.63,56250.54,56250.54,58465.11,158496.91,158496.91,163039.16,177825.01,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201202,1040.40,977.30,1040.40,1166.66,59656.54,59656.54,53764.90,168093.97,168093.97,149950.77,188350.13,0010,,L
LRIP9B,R9CB816H,Production Liaison Eng-Common BL,,W,HHX,LR9CB816H,HHX,816H,201203,175.10,111.60,175.10,146.80,10040.23,10040.23,6315.17,28290.32,28290.32,17603.96,23149.98,0010,,L
LRIP9B,R9CBMAIN,GSE Maintenance IWO-Common BL,,W,HHX,LR9CBMAIN,HHX,IWO,201105,0.00,35.00,0.00,0.00,0.00,0.00,543.56,0.00,0.00,1928.38,0.00,0010,,L
LRIP9B,R9CBMAIN,GSE Maintenance IWO-Common BL,,W,HHX,LR9CBMAIN,HHX,IWO,201106,0.00,-23.00,0.00,0.00,0.00,0.00,-356.24,0.00,0.00,-1263.82,0.00,0010,,L
LRIP9B,R9CBMAIN,GSE Maintenance IWO-Common BL,,W,HHX,LR9CBMAIN,HHX,IWO,201108,0.00,-12.00,0.00,0.00,0.00,0.00,-187.32,0.00,0.00,-664.55,0.00,0010,,L
LRIP9B,R9CBMAIN,GSE Maintenance IWO-Common BL,,W,HHX,LR9CBMAIN,HHX,IWO,201202,0.00,0.00,0.00,0.00,0.00,0.00,2663.45,0.00,0.00,9743.92,0.00,0010,,L
LRIP9B,R9CBMAIN,GSE Maintenance IWO-Common BL,,W,HHX,LR9CBMAIN,HHX,IWO,201203,0.00,-2.00,0.00,0.00,0.00,0.00,-67.74,0.00,0.00,-247.82,0.00,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201103,19.29,11.50,19.29,11.50,1034.91,1034.91,748.76,2821.65,2821.65,1978.67,1692.31,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201104,15.73,8.50,15.73,8.50,843.91,843.91,357.51,2300.91,2300.91,944.75,1232.27,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201105,15.73,3.00,15.73,3.00,843.91,843.91,188.58,2300.91,2300.91,498.34,434.92,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201106,18.39,43.50,18.39,43.50,986.62,986.62,1788.60,2690.00,2690.00,4726.55,6197.05,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201107,14.85,33.30,14.85,33.30,796.70,796.70,1470.46,2172.18,2172.18,3885.83,4743.95,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201108,15.73,5.50,15.73,5.50,843.91,843.91,400.90,2300.91,2300.91,1059.42,783.47,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201109,18.39,6.50,18.39,6.50,986.62,986.62,398.19,2690.00,2690.00,1052.25,925.92,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201110,15.73,10.00,15.73,15.73,843.91,843.91,576.60,2300.91,2300.91,1523.72,2213.41,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201111,14.85,27.00,14.85,14.85,796.70,796.70,1486.38,2172.18,2172.18,3927.90,2089.59,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201112,15.73,57.00,15.73,10.73,843.91,843.91,2688.12,2300.91,2300.91,7103.61,1509.85,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201201,14.85,62.00,14.85,8.77,851.50,851.50,3136.45,2399.27,2399.27,8743.07,1416.94,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201202,15.73,10.60,15.73,10.60,901.96,901.96,642.26,2541.44,2541.44,1790.34,1717.12,0010,,L
LRIP9B,R9CB819H,Flight Systems Eng-Common BL,,W,HJX,LR9CB819H,HJX,819H,201203,0.00,9.10,0.00,0.00,0.00,0.00,632.89,0.00,0.00,1764.22,0.00,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201103,60.00,6.00,60.00,6.00,3219.00,3219.00,451.20,8776.50,8776.50,1192.34,947.97,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201104,60.00,40.00,60.00,40.00,3219.00,3219.00,3008.00,8776.50,8776.50,7948.93,5798.92,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201105,60.00,44.00,60.00,44.00,3219.00,3219.00,3271.54,8776.50,8776.50,8645.36,6378.81,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201106,60.00,65.00,60.00,65.00,3219.00,3219.00,4720.33,8776.50,8776.50,12473.92,9259.96,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201107,60.00,41.00,60.00,70.00,3219.00,3219.00,2145.68,8776.50,8776.50,5670.16,9972.27,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201108,60.00,85.00,60.00,85.00,3219.00,3219.00,4928.98,8776.50,8776.50,13025.30,12108.22,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201109,60.00,59.00,60.00,64.00,3219.00,3219.00,4089.50,8776.50,8776.50,10806.89,9116.78,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201110,60.00,18.50,60.00,65.00,3219.00,3219.00,1535.15,8776.50,8776.50,4056.78,9146.34,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201111,60.00,28.40,60.00,71.00,3219.00,3219.00,1973.94,8776.50,8776.50,5216.32,9990.62,0010,,L
LRIP9B,R9PB810H,Tech Oversight Support-Peculiar BL,,W,H00,LR9PB810H,H00,810H,201112,60.00,30.00,60.00,93.96,3219.00,3219.00,2256.00,8776.50,8776.50,5961.69,13221.38,0010,,L
